indice,id_producto,nombre_producto,hexadecimal,categoria_prenda,subcategoria_prenda,adventurous,weather,style,application,print,basic,nivel,subnivel
958,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,0000FF,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
959,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,5F5E5E,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
960,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,D3D3D3,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
961,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,B11730,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
964,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,462C0E,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
965,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,DFC8B2,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
968,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,40E0D0,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
969,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,FFFFFF,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
970,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,00008b,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
971,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,C7A2A2,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
973,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,9A8176,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
974,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,666633,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
975,8895bdca-1b33-42a8-933f-4ea0378b29d4,Itta Pant denim ,000000,bottoms,chino,1,cold_season,classic,work,smooth,True,2,2.2
976,5ece08ee-103c-4ff8-b1ee-3664df3eb910,Onlshape Jeans regs ,00008b,bottoms,cigarette,2,warm_season,street,freetime,smooth,False,2,2.2
981,ec9dfe89-32d8-4dcc-a4b3-029e748c3ee6,Rarya Top flower,00008b,top,tops,2,warm,boho,freetime,sheets,False,3,3.1
983,908463c1-4137-4237-8cc4-1ad1c2717bc3,Caravana Jacket biker,00008b,outerwear,biker,3,cold_season,street,freetime,smooth,False,4,4.1
988,908463c1-4137-4237-8cc4-1ad1c2717bc3,Caravana Jacket biker,BBE2AD,outerwear,biker,3,cold_season,street,freetime,smooth,False,4,4.1
991,3ed52c5f-215a-4e44-a8c9-21a9443df036,Jrarya Pant flow T. L C. black,000000,bottoms,baggie,3,warm_season,classic,work,floral,False,2,2.2
992,7647ea21-2fd5-4c4a-a11c-30c664606390,Leopard Pant print,462C0E,bottoms,straight,4,warm_season,classic,freetime,animal_print,False,2,2.2
995,9ff96255-0bbf-44a6-94c0-13b93f6001b7,Onlroyal Jeans noos,87CEFA,bottoms,skinny,2,cold_season,casual,freetime,smooth,False,2,2.2
996,51e6294f-d8d6-4732-b9e3-c04736e1d18f,French Shirt rhodes,00008b,top,blouse,3,warm_season,minimal,freetime,smooth,False,3,3.1
997,51e6294f-d8d6-4732-b9e3-c04736e1d18f,French Shirt rhodes,87CEFA,top,blouse,3,warm_season,minimal,freetime,smooth,False,3,3.1
1003,f6093be3-4954-47ae-8fd5-baf8cae2c583,Beau Pant lili,00008b,bottoms,culotte,3,warm_season,boho,freetime,smooth,False,2,2.2
1004,f6093be3-4954-47ae-8fd5-baf8cae2c583,Beau Pant lili,B94600,bottoms,culotte,3,warm_season,boho,freetime,smooth,False,2,2.2
1005,f6093be3-4954-47ae-8fd5-baf8cae2c583,Beau Pant lili,164A0A,bottoms,culotte,3,warm_season,boho,freetime,smooth,False,2,2.2
1006,7f68db6d-caed-4ecb-9556-645b9501bbf4,Shine Shirt gold,000000,top,blouse,3,warm_season,boho,night,geometric,False,3,3.1
1007,a7a69f58-25ca-4f95-8509-dee5e921f0f5,Suley Cardigan knit,462C0E,top,cardigan,3,cold_season,casual,freetime,smooth,False,3,3.1
1008,a7a69f58-25ca-4f95-8509-dee5e921f0f5,Suley Cardigan knit,DEB24C,top,cardigan,3,cold_season,casual,freetime,smooth,False,3,3.1
1009,41b722c2-e8a4-4fd8-b376-22f3f4ce5f35,Loret Sweater brille ,D3D3D3,top,sweaters,2,cold_season,classic,work,smooth,False,3,3.1
1010,41b722c2-e8a4-4fd8-b376-22f3f4ce5f35,Loret Sweater brille ,00008b,top,sweaters,2,cold_season,classic,work,smooth,False,3,3.1
1011,41b722c2-e8a4-4fd8-b376-22f3f4ce5f35,Loret Sweater brille ,0000FF,top,sweaters,2,cold_season,classic,work,smooth,False,3,3.1
1012,41b722c2-e8a4-4fd8-b376-22f3f4ce5f35,Loret Sweater brille ,DEB24C,top,sweaters,2,cold_season,classic,work,smooth,False,3,3.1
1013,41b722c2-e8a4-4fd8-b376-22f3f4ce5f35,Loret Sweater brille ,008000,top,sweaters,2,cold_season,classic,work,smooth,False,3,3.1
1014,41b722c2-e8a4-4fd8-b376-22f3f4ce5f35,Loret Sweater brille ,FFC0CB,top,sweaters,2,cold_season,classic,work,smooth,False,3,3.1
1015,41b722c2-e8a4-4fd8-b376-22f3f4ce5f35,Loret Sweater brille ,FFA500,top,sweaters,2,cold_season,classic,work,smooth,False,3,3.1
1018,41b722c2-e8a4-4fd8-b376-22f3f4ce5f35,Loret Sweater brille ,808080,top,sweaters,2,cold_season,classic,work,smooth,False,3,3.1
1020,12ef6ca4-e66b-42ec-98c7-3a2c6f9b7f85,Lua Pant season,00008b,bottoms,baggie,2,warm_season,boho,freetime,miniprint,False,2,2.2
1021,7c64c875-751e-4f35-9315-f03851c3c824,Necka Shirt sweewe,ECE9D6,top,blouse,2,warm_season,boho,work,vertical_stripes,False,3,3.1
1022,a8e89a03-0759-4471-9d06-56b29b6e0516,Top Scarf sun,000081,scarf,handkerchief,3,warm_season,boho,freetime,polka_dot,False,4,4.2
1023,99bb1c6f-c0fb-4aa1-95ca-6f9ceb1a48b0,Pinafore Dress denim,000081,dress,other,3,warm,boho,freetime,smooth,False,1,1.1
1028,6b037192-f6cf-4e30-ad9e-7d5a8e564f9f,Palmira Shirt nice ,000000,top,t-shirts,2,warm_season,classic,freetime,smooth,False,3,3.1
1029,6b037192-f6cf-4e30-ad9e-7d5a8e564f9f,Palmira Shirt nice ,FFA500,top,t-shirts,2,warm_season,classic,freetime,smooth,False,3,3.1
1031,6b037192-f6cf-4e30-ad9e-7d5a8e564f9f,Palmira Shirt nice ,FFFFFF,top,t-shirts,2,warm_season,classic,freetime,smooth,False,3,3.1
1038,78e48f3a-6178-445d-a53c-39acfbf33ebe,Vilucy Shirt lux ,000081,top,shirt,2,cold_season,boho,freetime,floral,False,3,3.1
1039,4d0b5bc8-e3c8-4be1-855c-5f943289ddf2,Luna Top look ,00008b,top,tops,3,warm_season,boho,freetime,smooth,False,3,3.1
1043,a6aadc56-59b1-4ff7-ac9c-2b71cc247a64,Savi Skirt grace,B94600,skirt,flared_skirt,4,warm_season,street,freetime,animal_print,False,2,2.1
1044,85cc2498-2596-44eb-b11f-4e2315f2834e,Croix Tshirt cotton,DFC8B2,top,t-shirts,3,warm_season,street,freetime,smooth,False,3,3.1
1045,85cc2498-2596-44eb-b11f-4e2315f2834e,Croix Tshirt cotton,000000,top,t-shirts,3,warm_season,street,freetime,smooth,False,3,3.1
1046,fd31e987-9810-4f68-8d72-3bbc627b3936,Pinc Pant waist,DFC8B2,bottoms,paper_bag,3,warm_season,classic,work,smooth,False,2,2.2
1047,fd31e987-9810-4f68-8d72-3bbc627b3936,Pinc Pant waist,B94600,bottoms,paper_bag,3,warm_season,classic,work,smooth,False,2,2.2
1048,603f1315-3eaa-4df8-9306-0014446555c1,Peask Tshirt charlior,F29985,top,t-shirts,2,warm,casual,freetime,smooth,True,3,3.1
1049,603f1315-3eaa-4df8-9306-0014446555c1,Peask Tshirt charlior,00008b,top,t-shirts,2,warm,casual,freetime,smooth,True,3,3.1
1050,603f1315-3eaa-4df8-9306-0014446555c1,Peask Tshirt charlior,BBE2AD,top,t-shirts,2,warm,casual,freetime,smooth,True,3,3.1
1051,37039c6e-691e-4cb6-b49d-384fde2eadff,Bird Dress muse,87CEFA,dress,with_pleat,4,warm_season,classic,freetime,vertical_stripes,False,1,1.1
1052,a39d547a-bb8c-4971-9b53-ac4e2ae5d18f,Bird Shirt muse,87CEFA,top,tops,3,warm,boho,freetime,vertical_stripes,False,3,3.1
1053,0d7923a1-89bb-4629-8944-45c7bfb1ed22,Cherry Top paris,DEB24C,top,tops,3,warm,minimal,work,smooth,False,3,3.1
1054,0d7923a1-89bb-4629-8944-45c7bfb1ed22,Cherry Top paris,B94600,top,tops,3,warm,minimal,work,smooth,False,3,3.1
1055,0d7923a1-89bb-4629-8944-45c7bfb1ed22,Cherry Top paris,666633,top,tops,3,warm,minimal,work,smooth,False,3,3.1
1056,0d7923a1-89bb-4629-8944-45c7bfb1ed22,Cherry Top paris,000081,top,tops,3,warm,minimal,work,smooth,False,3,3.1
1065,57e89490-df1a-40db-bcd6-9dd677e07ddd,Vicom Jeans noos,000000,bottoms,cigarette,2,cold_season,street,freetime,smooth,False,2,2.2
1069,8b30be61-1658-4c01-8607-3493c3da358b,Viblue Jacket noos,000000,outerwear,biker,3,cold_season,street,freetime,smooth,False,4,4.1
1070,30d92414-21d6-4e5c-ae8f-3cf5cb474188,Ihbelinda Dress season,800000,dress,with_pleat,3,warm_season,classic,working_girl,smooth,False,1,1.1
1071,30d92414-21d6-4e5c-ae8f-3cf5cb474188,Ihbelinda Dress season,000000,dress,with_pleat,3,warm_season,classic,working_girl,smooth,False,1,1.1
1072,8535d29e-8d7b-48fd-8521-4b8ed15333fa,Yu Cardigan hippie,DEB24C,top,cardigan,2,warm_season,boho,work,herringbone,False,3,3.1
1073,8535d29e-8d7b-48fd-8521-4b8ed15333fa,Yu Cardigan hippie,D3D3D3,top,cardigan,2,warm_season,boho,work,herringbone,False,3,3.1
1074,ffe50924-2e04-4574-ab5d-caa76b3bb833,Yubi Cardigan solid,00008b,top,cardigan,3,cold_season,classic,work,smooth,False,3,3.1
1075,ffe50924-2e04-4574-ab5d-caa76b3bb833,Yubi Cardigan solid,D3D3D3,top,cardigan,3,cold_season,classic,work,smooth,False,3,3.1
1076,ffe50924-2e04-4574-ab5d-caa76b3bb833,Yubi Cardigan solid,DEB24C,top,cardigan,3,cold_season,classic,work,smooth,False,3,3.1
1077,0c2a0437-f094-4ace-bfbe-a6446d963125,Hippie Tshirt french,DFC8B2,top,t-shirts,2,warm_season,casual,freetime,smooth,False,3,3.1
1078,0c2a0437-f094-4ace-bfbe-a6446d963125,Hippie Tshirt french,00008b,top,t-shirts,2,warm_season,casual,freetime,smooth,False,3,3.1
1079,0c2a0437-f094-4ace-bfbe-a6446d963125,Hippie Tshirt french,FFFF00,top,t-shirts,2,warm_season,casual,freetime,smooth,False,3,3.1
1080,2866fabd-6c86-43c9-9c9b-2e64a262a0bf,Ginger Dress lace,00008b,jumpsuit,jumpsuit,3,warm,boho,freetime,smooth,False,1,1.2
1085,18dea950-03fa-4dc5-b911-17f26bccd327,Lina Cardigan longer,E65A5B,top,cardigan,2,cold_season,casual,freetime,smooth,False,3,3.1
1088,18dea950-03fa-4dc5-b911-17f26bccd327,Lina Cardigan longer,00008b,top,cardigan,2,cold_season,casual,freetime,smooth,False,3,3.1
1093,18dea950-03fa-4dc5-b911-17f26bccd327,Lina Cardigan longer,000000,top,cardigan,2,cold_season,casual,freetime,smooth,False,3,3.1
1095,18dea950-03fa-4dc5-b911-17f26bccd327,Lina Cardigan longer,B11730,top,cardigan,2,cold_season,casual,freetime,smooth,False,3,3.1
1096,18dea950-03fa-4dc5-b911-17f26bccd327,Lina Cardigan longer,DEB24C,top,cardigan,2,cold_season,casual,freetime,smooth,False,3,3.1
1097,65813fa9-0dc8-425f-aba5-85ee7450b3c7,Closet Dress dakota,FFFF00,dress,tunica,3,warm,boho,freetime,geometric,False,1,1.1
1099,3891e6d1-d864-4c15-9b4e-8581125dcb4a,Lola Pant jean ,87CEFA,bottoms,cigarette,2,warm_season,street,freetime,smooth,False,2,2.2
1100,3891e6d1-d864-4c15-9b4e-8581125dcb4a,Lola Pant jean ,FFFFFF,bottoms,cigarette,2,warm_season,street,freetime,smooth,False,2,2.2
1101,3891e6d1-d864-4c15-9b4e-8581125dcb4a,Lola Pant jean ,00008b,bottoms,cigarette,2,warm_season,street,freetime,smooth,False,2,2.2
1104,8e76dfa5-b2dc-4c78-b695-df5f4448b747,Sienna Shirt flower,000000,top,blouse,3,warm_season,classic,freetime,floral,False,3,3.1
1105,3c016781-5183-4009-994f-610ff0bf9092,Samantha T-shirt grace,B94600,top,t-shirts,3,warm_season,street,freetime,smooth,False,3,3.1
1106,3c016781-5183-4009-994f-610ff0bf9092,Samantha T-shirt grace,00008b,top,t-shirts,3,warm_season,street,freetime,smooth,False,3,3.1
1107,21d36a3f-adc4-4570-917a-261ab53517be,Closet Top brick,DEB24C,top,tops,3,warm,boho,freetime,retro,False,3,3.1
1108,31c3b1d5-e3e2-41ac-9834-5ded29fdb826,Closet Top chester,DFC8B2,top,tops,3,warm,boho,freetime,animal_print,False,3,3.1
1109,e592e06f-b178-4ad5-9f60-d60b19d2fef8,Closet Top somerville,DEB24C,top,tops,3,warm,boho,freetime,retro,False,3,3.1
1110,5eedf9ee-c4e3-4515-a8f0-eaa74699a109,Madison Tshirt group ,FFA500,top,t-shirts,3,cold_season,street,freetime,horizontal_stripes,False,3,3.1
1111,f93b41a6-5c8b-4c4a-aa48-09c61b3e6ae3,Amalfi Skirt leaf ,008000,skirt,flared,4,warm,boho,freetime,tropical,False,2,2.1
1112,ce571395-f6e1-4a26-96e9-97ab11b49181,Camou Skirt onado,666633,skirt,tube,4,warm_season,street,freetime,army,False,2,2.1
1113,766d4df5-2285-45ce-a4ea-c2ba6615b63b,Dimas Jacket denim ,000081,outerwear,structured_jacket,2,warm_season,casual,freetime,smooth,False,4,4.1
1115,203cc4e2-77ba-4193-9185-07fec0c6abe9,Trissa Jeans sky ,00008b,bottoms,chino,2,cold_season,classic,work,smooth,False,2,2.2
1116,203cc4e2-77ba-4193-9185-07fec0c6abe9,Trissa Jeans sky ,000000,bottoms,chino,2,cold_season,classic,work,smooth,False,2,2.2
1117,714c9aa8-b165-43e1-9f67-a7032ee1f559,Paniz Short regular,FFFFFF,bottoms,shorts,3,warm,classic,freetime,smooth,False,2,2.2
1118,714c9aa8-b165-43e1-9f67-a7032ee1f559,Paniz Short regular,00008b,bottoms,shorts,3,warm,classic,freetime,smooth,False,2,2.2
1120,f2f9dafe-6e0c-404a-bb76-9542a0296108,Bernice Dress bohck,800000,dress,shirt,2,warm_season,classic,freetime,smooth,False,1,1.1
1121,b83d72f0-15f9-425d-86ce-150d27598593,Aure Sweater ward,800000,top,sweaters,2,cold_season,casual,freetime,smooth,False,3,3.1
1122,b83d72f0-15f9-425d-86ce-150d27598593,Aure Sweater ward,DEB24C,top,sweaters,2,cold_season,casual,freetime,smooth,False,3,3.1
1123,b83d72f0-15f9-425d-86ce-150d27598593,Aure Sweater ward,000081,top,sweaters,2,cold_season,casual,freetime,smooth,False,3,3.1
1124,b83d72f0-15f9-425d-86ce-150d27598593,Aure Sweater ward,008000,top,sweaters,2,cold_season,casual,freetime,smooth,False,3,3.1
1125,b83d72f0-15f9-425d-86ce-150d27598593,Aure Sweater ward,666633,top,sweaters,2,cold_season,casual,freetime,smooth,False,3,3.1
1126,b83d72f0-15f9-425d-86ce-150d27598593,Aure Sweater ward,5F5E5E,top,sweaters,2,cold_season,casual,freetime,smooth,False,3,3.1
1127,9233067b-69cc-4d1b-9277-fd8fb66a9766,Senes Dress night ,000000,dress,straight,3,warm,classic,night,smooth,False,1,1.1
1136,816a75ee-c969-4802-9ebb-8d47662656ec,Vimelli Tshirt noos,00008b,top,blouse,2,cold_season,classic,work,smooth,True,3,3.1
1138,816a75ee-c969-4802-9ebb-8d47662656ec,Vimelli Tshirt noos,FFC0CB,top,blouse,2,cold_season,classic,work,smooth,True,3,3.1
1140,816a75ee-c969-4802-9ebb-8d47662656ec,Vimelli Tshirt noos,FFFFFF,top,blouse,2,cold_season,classic,work,smooth,True,3,3.1
1144,34d7b5e3-eeec-43b4-b856-88f9e015c580,Ihmarrakech Skirt mus,DEB24C,skirt,knitted,3,warm_season,boho,freetime,floral,False,2,2.1
1145,3b294f3f-dac3-448f-8015-58132818c03f,Erin Jeans medium,000081,bottoms,cigarette,2,cold_season,casual,freetime,smooth,False,2,2.2
1148,13abd201-df09-48ae-b8d1-e52bdcbfa03c,Ihmarrakech Skirt safari,462C0E,skirt,straight,3,warm_season,boho,freetime,vertical_stripes,False,2,2.1
1155,07c9a753-2d46-40d2-9328-ec631623a982,Pamila Tshirt lisa ,FFC0CB,top,t-shirts,1,warm_season,casual,freetime,smooth,True,3,3.1
1156,07c9a753-2d46-40d2-9328-ec631623a982,Pamila Tshirt lisa ,FFFFFF,top,t-shirts,1,warm_season,casual,freetime,smooth,True,3,3.1
1157,07c9a753-2d46-40d2-9328-ec631623a982,Pamila Tshirt lisa ,000000,top,t-shirts,1,warm_season,casual,freetime,smooth,True,3,3.1
1158,1d668f7d-7541-4972-932c-9bcfab498501,Deper Parka softy,FFC0CB,outerwear,raincoat,2,cold_season,classic,freetime,smooth,False,4,4.1
1159,917ed9eb-8d1f-4dce-b2aa-33dd5bf33029,Ara Dress dark,00008b,dress,straight,2,warm_season,classic,freetime,smooth,False,1,1.1
1160,7e72f056-365e-44b1-b448-3ed096f73667,Senes Shirt sas,0000FF,top,blouse,2,warm_season,classic,work,smooth,False,3,3.1
1161,7e72f056-365e-44b1-b448-3ed096f73667,Senes Shirt sas,008000,top,blouse,2,warm_season,classic,work,smooth,False,3,3.1
1162,dbde276d-3185-438a-9b2e-8150f2043626,Vinoel T-shirt noos,FFC0CB,top,t-shirts,2,warm,casual,freetime,smooth,False,3,3.1
1163,dbde276d-3185-438a-9b2e-8150f2043626,Vinoel T-shirt noos,000000,top,t-shirts,2,warm,casual,freetime,smooth,False,3,3.1
1164,dbde276d-3185-438a-9b2e-8150f2043626,Vinoel T-shirt noos,FFFFFF,top,t-shirts,2,warm,casual,freetime,smooth,False,3,3.1
1165,dbde276d-3185-438a-9b2e-8150f2043626,Vinoel T-shirt noos,00008b,top,t-shirts,2,warm,casual,freetime,smooth,False,3,3.1
1166,dda75755-1bb4-4095-b524-84864382c3fa,Charlior Skirt dalmata,A57E62,skirt,straight,3,warm,boho,freetime,miniprint,False,2,2.1
1167,dda75755-1bb4-4095-b524-84864382c3fa,Charlior Skirt dalmata,DFC8B2,skirt,straight,3,warm,boho,freetime,miniprint,False,2,2.1
1174,af725486-9846-42f7-b52a-fbce2235b79f,Paulie Sweatshirt print ,BBA9E4,top,hoodies,4,warm_season,street,freetime,animal_print,False,3,3.1
1175,8f7d088d-7c48-40af-9328-53c32df9ea92,Billi Tshirt embro,FFFFFF,top,t-shirts,2,warm_season,boho,freetime,floral,False,3,3.1
1176,8f7d088d-7c48-40af-9328-53c32df9ea92,Billi Tshirt embro,808080,top,t-shirts,2,warm_season,boho,freetime,floral,False,3,3.1
1177,5bf765fc-ea07-45de-8be0-603622f58e29,Utah Shirt floral ,BBA9E4,top,blouse,2,warm_season,classic,work,floral,False,3,3.1
1178,328c7472-ae98-44e8-832f-0ba42e6ac529,Fano Jeans denim,00008b,bottoms,cigarette,2,warm_season,street,freetime,smooth,False,2,2.2
1179,905cfc44-3c43-46ea-8a37-388165bd532e,Aretha Tshirt soya,FFFF00,top,t-shirts,3,warm,boho,freetime,gradient,False,3,3.1
1182,aae3590f-bc9f-4354-b079-a3f0fdd5095b,Hila Top luxe,00008b,top,tops,3,warm_season,classic,freetime,smooth,False,3,3.1
1183,aae3590f-bc9f-4354-b079-a3f0fdd5095b,Hila Top luxe,BBE2AD,top,tops,3,warm_season,classic,freetime,smooth,False,3,3.1
1184,aae3590f-bc9f-4354-b079-a3f0fdd5095b,Hila Top luxe,0000FF,top,tops,3,warm_season,classic,freetime,smooth,False,3,3.1
1185,aae3590f-bc9f-4354-b079-a3f0fdd5095b,Hila Top luxe,000000,top,tops,3,warm_season,classic,freetime,smooth,False,3,3.1
1186,78553a75-bb48-4235-9986-f90dab696de9,Luca Top cerise ,40E0D0,top,tops,3,warm,classic,freetime,smooth,False,3,3.1
1187,78553a75-bb48-4235-9986-f90dab696de9,Luca Top cerise ,FFFFFF,top,tops,3,warm,classic,freetime,smooth,False,3,3.1
1188,78553a75-bb48-4235-9986-f90dab696de9,Luca Top cerise ,DEB24C,top,tops,3,warm,classic,freetime,smooth,False,3,3.1
1189,78553a75-bb48-4235-9986-f90dab696de9,Luca Top cerise ,00008b,top,tops,3,warm,classic,freetime,smooth,False,3,3.1
1190,78553a75-bb48-4235-9986-f90dab696de9,Luca Top cerise ,000000,top,tops,3,warm,classic,freetime,smooth,False,3,3.1
1191,174a6386-abc2-49de-b5bb-303bede114b7,Olive Pant alabama,000000,bottoms,chino,2,cold_season,classic,work,miniprint,False,2,2.2
1192,174a6386-abc2-49de-b5bb-303bede114b7,Olive Pant alabama,9A8176,bottoms,chino,2,cold_season,classic,work,miniprint,False,2,2.2
1193,174a6386-abc2-49de-b5bb-303bede114b7,Olive Pant alabama,00008b,bottoms,chino,2,cold_season,classic,work,miniprint,False,2,2.2
1195,de32662c-6444-4720-acb8-c2d0a149ddfb,Haiz Tshirt ss,FFFFFF,top,t-shirts,2,warm,boho,freetime,bodoque,False,3,3.1
1196,de32662c-6444-4720-acb8-c2d0a149ddfb,Haiz Tshirt ss,00008b,top,t-shirts,2,warm,boho,freetime,bodoque,False,3,3.1
1197,de32662c-6444-4720-acb8-c2d0a149ddfb,Haiz Tshirt ss,000000,top,t-shirts,2,warm,boho,freetime,bodoque,False,3,3.1
1198,18d61972-34bb-4ea5-a08b-bb4f0a5e01e7,Zea Short pant,FFC0CB,bottoms,shorts,2,warm,classic,freetime,smooth,False,2,2.2
1199,18d61972-34bb-4ea5-a08b-bb4f0a5e01e7,Zea Short pant,DFC8B2,bottoms,shorts,2,warm,classic,freetime,smooth,False,2,2.2
1200,18d61972-34bb-4ea5-a08b-bb4f0a5e01e7,Zea Short pant,000000,bottoms,shorts,2,warm,classic,freetime,smooth,False,2,2.2
1202,2b8e6b9f-9773-426c-97f4-b262b59174b4,Charis Shirt film,000081,top,tops,3,warm_season,boho,freetime,floral,False,3,3.1
1203,5093150b-777d-47a5-ac27-16530925eac1,Candace Shirt film,DEB24C,top,shirt,3,warm_season,boho,freetime,animal_print,False,3,3.1
1204,e21c22f3-086d-48db-96e8-c148ad221dd3,Cascadia Shirt film,DEB24C,top,shirt,3,warm_season,boho,work,geometric,False,3,3.1
1205,6eaa376a-c916-4940-bae2-473308ba560b,Jana Sweater knit,462C0E,top,cardigan,2,cold_season,casual,freetime,smooth,False,3,3.1
1206,6eaa376a-c916-4940-bae2-473308ba560b,Jana Sweater knit,DEB24C,top,cardigan,2,cold_season,casual,freetime,smooth,False,3,3.1
1207,6eaa376a-c916-4940-bae2-473308ba560b,Jana Sweater knit,000000,top,cardigan,2,cold_season,casual,freetime,smooth,False,3,3.1
1208,ac5d07f0-2298-46ee-baa0-95288203ca99,Circle Shirt colors,DFC8B2,top,blouse,3,warm_season,boho,freetime,polka_dot,False,3,3.1
1209,8f6d36f2-6471-44d4-806c-515f698a1b95,Casacche Top wide,ECE9D6,top,tops,2,warm,boho,freetime,smooth,False,3,3.1
1210,8f6d36f2-6471-44d4-806c-515f698a1b95,Casacche Top wide,666633,top,tops,2,warm,boho,freetime,smooth,False,3,3.1
1211,8f6d36f2-6471-44d4-806c-515f698a1b95,Casacche Top wide,000000,top,tops,2,warm,boho,freetime,smooth,False,3,3.1
1213,15d179f5-205a-4e9a-ba2d-33e2a25b9027,Juas Jumpsuit mika,000000,jumpsuit,jumpsuit,4,warm_season,street,freetime,miniprint,False,1,1.2
1214,e0b0aa54-b194-4160-91c5-78e847cdfc48,Ihlisa Skirt sweet,00008b,skirt,circle_skirt,3,warm,boho,freetime,floral,False,2,2.1
1215,21f0549a-4136-4005-b332-4841a5a46372,Hailey Playsuit flower,000000,jumpsuit,jumpsuit,3,warm,boho,freetime,ethnic,False,1,1.2
1216,36ac5228-f6c5-4cbd-b97c-db6564ad652e,Eyes Jacket bomb,D84936,outerwear,bomber,3,warm_season,street,freetime,printed,False,4,4.1
1217,b34f2b8c-bfcc-4f3b-bb63-3c5dee6af302,Una Dress navy,00008b,dress,evase,3,warm_season,classic,night,smooth,False,1,1.1
1218,848cec5d-1031-4baa-9f9d-8bdd8ac11230,Powi Pant fit,00008b,bottoms,skinny,2,cold_season,street,freetime,smooth,False,2,2.2
1219,bfbb30db-b515-4eca-b455-f6ddb3139ac8,Florrie Dress dots ,00008b,dress,babydoll,2,warm_season,classic,freetime,miniprint,False,1,1.1
1220,ed69d316-5734-451e-bf31-3ac02025f077,Catrina Shirt cats ,FFFFFF,top,shirt,3,cold_season,boho,freetime,animal_print,False,3,3.1
1221,b36a0408-f9e7-4c69-b953-d56f3d76b301,Ycoo Skirt cat,00008b,skirt,miniskirt,3,warm,boho,freetime,miniprint,False,2,2.1
1224,92f96835-501e-4fd9-9cf6-57f9c782dda1,Esprit Shirt flow,87CEFA,top,blouse,2,warm_season,boho,work,vertical_stripes,False,3,3.1
1230,0b4ff44f-a3a2-472a-8c97-5540bf56bcf1,Visti Jacket bomber ,BBA9E4,outerwear,bomber,3,cold_season,street,freetime,floral,False,4,4.1
1231,0b4ff44f-a3a2-472a-8c97-5540bf56bcf1,Visti Jacket bomber ,FFA500,outerwear,bomber,3,cold_season,street,freetime,floral,False,4,4.1
1232,8d322b3a-308c-4703-a943-710ea3a3df08,Than Pant place ,800000,bottoms,cigarette,2,cold_season,casual,freetime,smooth,False,2,2.2
1233,8d322b3a-308c-4703-a943-710ea3a3df08,Than Pant place ,00008b,bottoms,cigarette,2,cold_season,casual,freetime,smooth,False,2,2.2
1234,8d322b3a-308c-4703-a943-710ea3a3df08,Than Pant place ,B94600,bottoms,cigarette,2,cold_season,casual,freetime,smooth,False,2,2.2
1235,8d322b3a-308c-4703-a943-710ea3a3df08,Than Pant place ,000000,bottoms,cigarette,2,cold_season,casual,freetime,smooth,False,2,2.2
1236,8d322b3a-308c-4703-a943-710ea3a3df08,Than Pant place ,9A8176,bottoms,cigarette,2,cold_season,casual,freetime,smooth,False,2,2.2
1237,d21a3c3c-b6dc-417e-91b6-dd9b2f745475,Eos Jacket peach ,D3D3D3,outerwear,jacket,2,cold_season,street,freetime,smooth,False,4,4.1
1238,37e3d8f4-951c-4b2e-95d0-5eb21a2866b0,Bomb Jacket gold,008000,outerwear,bomber,3,cold_season,boho,freetime,sheets,False,4,4.1
1239,9ba7ad5b-8fd4-4cc3-b557-c71533efae68,Inside Shirt print,808080,top,t-shirts,3,warm_season,boho,freetime,horizontal_stripes,False,3,3.1
1240,457462ef-1e4e-4476-8081-6ebbcebebd86,Kilibbi Shirt print,00008b,top,blouse,3,warm_season,boho,work,ethnic,False,3,3.1
1241,b02cc7b2-d5f6-485e-bc2b-d6baafc4eaa4,Pcsky Skirt aop,462C0E,skirt,miniskirt,3,warm_season,street,freetime,animal_print,False,2,2.1
1242,1a7531fc-aa8e-4d7b-b75c-bed3ba7567d5,Contrast Shirt hem ,000000,top,hoodies,2,cold_season,classic,freetime,geometric,False,3,3.1
