product_variant_id,season,family,brand,model,color,size,adventurous,back_neckline,basic,bottom,chest_contour,chest_volume,closing,composition_detail,cover,cut,elasticated_lining,fabric,finishing,fit,heel_length,hip_contour,hips_volume,leg_height,light,long_cm,neck,neckline,print,rubber_waist,shot,shoulders_pad,size_feature,sizing,sleeve,sleeve_long,sleeve_long_cm,sole_length,style,thicknees,toecap,type_of_length,waist_contour,weather,current_price_eur
0776419d-bddd-46fe-92ab-e828c3d855ec,13,blusa_camisa,KAFFE,S4529,white,XXL,"three,two",,,,58,,buttons,"polyester-55,viscose-45",,,,mixed,touchable,loose,,55,,,,66,mandarin_collar,v_neckline,smooth,,,,,big,japanese_sleeve,short_sleeve,15,,"minimal,street",,,,54,"cold_season,warm",4495
0782504a-8616-4399-bb2e-9bd90283cbc8,15,denim_jeans,VERO MODA,M1501,blue_light,XL-32,"three,two",,,straight_pants,,,"fly,front_closure,zip_button","cotton-69,elastane-3,polyester-25,viscose-3",,,,denim,worn_out,tight,,43,,,,88,,,smooth,,medium,,,normal,,,,,"casual,street",,,long,37,"cold_season,warm_season",3499
0784c2e6-6a45-42bf-b631-365e7b8b490f,17,denim_jeans,ONADO,M277,red,XL,two,,false,straight_pants,,,"fly,front_closure,zip_button","cotton-98,elastane-2",,,,twill,,tight,,44,,,,94,,,smooth,,medium,,,normal,,,,,"casual,street",,,long,34,"cold_season,warm_season",4499
079a5670-9964-4d66-9dc3-fba41e0da352,12,jersey,DEELUXE,J2955,beige,XL,"three,two",,false,,57,,without_closing,"acrylic-47,mohair-8,nylon-30,wool-15",,,,jersey,,loose,,51,,,,66,,closed_round_neckline,two_tone,,,,,normal,"cuffed_sleeve,puffed_sleeve",long_sleeve,69,,"boho,street",,,,53,"cold,cold_season",3999
07a233d9-ec55-4dc9-9edc-022245aa55ef,12,pantalon,KAFFE,P1860,black,M,two,,false,long_pants,,,without_closing,"cotton-95,elastane-5",,,,cotton_tshirt,,loose,,51,,,,103,,,smooth,true,medium,,,big_1,,,,,casual,,,long,38,"cold_season,warm_season",3995
07ab2061-81c1-4899-b4b6-65660801458b,13,falda,YCOO,F2059,black,M,"three,two",,,,,,elastic_band,polyester-100,true,,,"lining,synthetic",transparent,straight,,57,,,,48,,,"floral,miniprint",true,medium,,,normal,,,,,"casual,street",,,mini,34,"warm,warm_season",5190
07b05a41-b9a6-4ec3-a6ba-435a0229e47a,13,camiseta,SCOTCH&SODA,C3043,pink,XS,"three,two",,,,52,,without_closing,cotton-100,,,,cotton_tshirt,touchable,straight,,54,,,,63,,closed_round_neckline,other,,,,,normal,basic_sleeve,short_sleeve,26,,"boho,street",,,,52,"warm,warm_season",3995
07b22d82-399c-47b0-984c-81fa7d8e6e7a,13,cardigan,SAINT TROPEZ,J1466,blue_turquoise,L,one,,true,,46,,"buttoning,front_closure","polyamide-20,viscose-80",,,,jersey,,tight,,46,,,,61,,high_neck,smooth,,,,,normal,basic_sleeve,long_sleeve,60,,"classic,minimal",,,,43,"cold_season,warm_season",3495
07bd4847-8574-4fef-b357-d85533d1e469,12,jersey,PIECES,J3252,blue_turquoise,L,"three,two",,,,59,,without_closing,"acrylic-54,alpaca_wool-5,nylon-41",,,,jersey,touchable,straight,,58,,,,65,,closed_neckline,smooth,,,,,normal,basic_sleeve,long_sleeve,66,,"boho,street",,,,57,"cold,cold_season",3999
07bd8521-136e-47a6-8f5a-29189869ac8e,15,denim_jeans,B.YOUNG,M334,black,L,two,,false,long_pants,,,without_closing,"elastane-4,nylon-21,viscose-75",,,,twill,,tight,,42,,,,103,,,smooth,true,medium,,,normal,,,,,"classic,minimal",,,long,37,cold_season,3495
07bf6997-6a8d-4cfa-8e65-ce54c70b4074,13,denim_jeans,VERO MODA,M1514,black,XL-32,"three,two",,,long_pants,,,fly,"elastane-3,modal-90,polyester-7",,,,twill,,tight,,46,,,,103,,,smooth,,high,,,normal,,,,,"minimal,street",,,long,37,"cold_season,warm_season",5999
07c1ed74-8c02-455a-94a8-f3af1e69bcfb,12,camiseta,MKT STUDIO,C2824,camel,XL,"three,two",,false,,55,,without_closing,cotton-100,,,,cotton_tshirt,marbled,loose,,59,,,,63,,v_neckline,smooth,,,,,normal,"down_shoulders,sleeve_with_hemmed",short_sleeve,9,,"boho,street",,,,55,warm,4590
07d74b54-8c00-4088-8320-5d50a000c96a,12,chaqueta,STREET ONE,K1543,aubergine,XS,two,,,,45,,buttoning,"elastane-3,polyester-72,viscose-25",,contour_darts,,ponteroma,,straight,,52,,,,64,notched_collar,,smooth,,,,,normal,ruffled_sleeve,long_sleeve,62,,"classic,night,street",medium,,,41,"cold_season,warm_season",4999
07d8ae6f-4c8b-42d1-aa8e-336e48fd34a6,16,blusa_camisa,ICHI,S5261,white,S,one,,true,,52,,"buttoning,front_closure",viscose-100,,back_yoke_cut,,viscose,,straight,,55,,,,67,shirt_collar,high_neck,smooth,,,,,normal,"cuffed_sleeve,shirt_sleeve",long_sleeve,63,,"classic,minimal",,,,52,"cold_season,warm_season",3995
07e3a509-4f9e-40cf-a3f8-67bba6fc73d6,14,blusa_camisa,EMME,S4887,black,M,"three,two",,,,51,,keyhole_button,viscose-100,,,,viscose,,straight,,54,,,,65,,round_neckline,floral,,,,,normal,"raglan_sleeve,rubber_sleeve",at_the_elbow,46,,"boho,classic",,,,54,"cold_season,warm_season",6990
07fb4618-4686-4a44-b9d2-8e58f42819c4,11,falda,PIECES,F1880,ecru,L,"three,two",,false,,,,ribbed,cotton-100,true,,,thread,,straight,,52,,,,44,,,smooth,,medium,,,normal,,,,,"boho,street",,,mini,36,warm,3499
0803b80a-802f-4e7f-8215-58cd3b751ee1,11,camiseta,GARCIA JEANS,C2672,green_dark,XL,"three,two",,false,,55,,without_closing,"polyester-75,viscose-25",,,,cotton_tshirt,touchable,loose,,53,,,,61,,v_neckline,tropical,,,,,normal,"japanese_sleeve,sleeve_with_hemmed",short_sleeve,12,,"boho,casual",,,,52,"warm,warm_season",2999
08079be8-f374-464d-a66d-ed91c97826a7,12,cardigan,VERO MODA,J2851,black,XS,"three,two",,false,,62,,buttoning,cotton-100,,,,jersey,crochet,loose,,50,,,,55,,v_neckline,smooth,,,,,normal,"basic_sleeve,cuffed_sleeve,down_shoulders",long_sleeve,60,,"boho,street",,,,57,"cold,cold_season",3499
080b67f7-296b-40c2-b399-ebca8cc9196b,13,camiseta,SOYACONCEPT,C3073,khaki,M,"three,two",,false,,55,,without_closing,"elastane-4,viscose-96",,,,cotton_tshirt,touchable,loose,,57,,,,65,,closed_round_neckline,horizontal_stripes,,,,,normal,"japanese_sleeve,sleeve_with_hemmed",short_sleeve,12,,"casual,classic",,,,56,"warm,warm_season",2999
080e4ac4-ac28-44ba-8737-458b94fb348e,12,jersey,MY TRUE ME,J3273,pale_pink,XXXL,two,,,,59,,without_closing,cotton-100,,,,jersey,ribbed,straight,,63,,,,81,,closed_round_neckline,smooth,,,,,big,basic_sleeve,long_sleeve,71,,"classic,minimal",,,,59,"cold,cold_season",3999
08111469-4dd8-4a68-9eaf-48017e7ba068,11,vestido,B.YOUNG,D2972,black,XS,"three,two",,false,,50,,without_closing,viscose-100,,,,popeline,touchable,straight,,59,,,,116,,v_neckline,floral,,,,,normal,,fine_strap,,,"boho,street",,,midi,51,"warm,warm_season",3995
0816ab6b-40d9-4c45-8d13-41fb875edee6,12,camiseta,IKKS,C2720,white,L,"three,two",,false,,52,,without_closing,cotton-100,,,,cotton_tshirt,touchable,straight,,54,,,,62,,v_neckline,smooth,,,,,normal,basic_sleeve,short_sleeve,15,,"casual,street",,,,51,"warm,warm_season",5500
081bb417-052b-4f16-9790-4d5faa51cf02,12,jersey,VERO MODA,J3185,black,XS,two,,,,55,,without_closing,"acrylic-58,elastane-6,polyester-30,wool-4",,,,jersey,"marbled,touchable",straight,,57,,,,64,,v_neckline,smooth,,,,,normal,basic_sleeve,long_sleeve,65,,"classic,street",,,,55,"cold,cold_season",2999
0826eb8f-8161-474d-9d44-c43550e847eb,11,pantalon,ONLY,P3001,grey_dark,S,two,,false,straight_pants,,,without_closing,"elastane-5,nylon-32,viscose-63",,,,knit,,straight,,48,,,,94,,,"two_tone,vertical_stripes",true,high,,,big,,,,,"casual,classic",,,long,39,cold_season,3999
0835302a-1d80-402f-bca2-f3414a717ed4,12,blusa_camisa,WANTIT,S4248,green_dark,XL,"three,two",,,,49,,without_closing,polyester-100,,back_yoke_cut,,pique,,straight,,52,,,,64,,v_neckline,smooth,,,,,normal,"cuffed_sleeve,shirt_sleeve",long_sleeve,61,,"classic,minimal",,,,50,"cold,cold_season",4490
083e8f49-b3b6-49a1-b011-d4b40c66bfdd,11,vestido,HOBBS,D2991,blue_dark,S,two,,false,,51,,invisible_zip,"elastane-4,viscose-96",,contour_darts,,knit,touchable,straight,,65,,,,109,,closed_round_neckline,miniprint,,,,,normal,shirt_sleeve,long_sleeve,62,,classic,,,midi,41,cold_season,10500
0848d2d5-fc1b-40fc-99d8-e05de8d9493a,13,cardigan,SAINT TROPEZ,J3400,black,M,"three,two",,,,61,,without_closing,"polyamide-22,polyester-28,viscose-50",,,,jersey,ribbed,loose,,59,,,,84,,,smooth,,,,,big,"basic_sleeve,cuffed_sleeve",long_sleeve,62,,"casual,classic",,,,59,"cold_season,warm,warm_season",4995
084970be-1adf-46a1-98c2-341fb3fee79e,11,pantalon,JOSEPHIN,P3063,blue_light,XL,"one,two",,true,straight_pants,,,fly,"cotton-98,elastane-2",,,,twill,,straight,,48,,,,93,,,smooth,,medium,,,normal,,,,,"casual,classic",,,long,38,"cold_season,warm_season",4290
085ec8e3-4d57-44e8-803f-96826cd16921,14,blusa_camisa,GRETTE HJORT,S5138,ecru,X4XL,"three,two",,,,58,,"buttoning,front_closure","cotton-50,polyester-50",true,yoke_cut,,"chiffon,popeline",,straight,,59,,,,71,shirt_collar,high_neck,floral,,,,,normal,"cuffed_sleeve,shirt_sleeve",long_sleeve,65,,"casual,classic",,,,58,"cold,cold_season",4790
0867293f-02ab-42de-b009-ffeca0f2b978,12,pantalon,FRANSA,P3344,brown_light,XXXL,"three,two",,false,long_pants,,,zip_button,"elastane-3,polyester-20,viscose-77",,,,synthetic,,straight,,44,,,,107,,,pied_de_poule,,medium,,,normal,,,,,classic,,,long,38,"cold_season,warm_season",5999
08824dd1-dcc5-4e93-87d3-d9fe39c6a9c1,13,blusa_camisa,VERO MODA,S4514,black,XL,"three,two",,false,,57,,buttoning,polyester-100,,,,chiffon,,straight,,59,,,,64,,closed_round_neckline,smooth,,,,,normal,shirt_sleeve,long_sleeve,62,,"classic,minimal",,,,59,"cold,cold_season",2999
08893e49-1dd2-44e2-a956-da41e9d10255,11,camiseta,FREEQUENT,C2586,blue_dark,L,two,,false,,60,,without_closing,"modal-60,polyester-40",,,,knit,touchable,loose,,58,,,,69,,v_neckline,smooth,,,,,big_1,japanese_sleeve,short_sleeve,12,,"classic,minimal",,,,59,"warm,warm_season",2995
088dc4d0-be6b-41ee-bcd6-69abd516ec6e,11,camiseta,BSB,C2507,fuchsia,S,"one,two",,true,,46,,without_closing,"cotton-50,modal-50",,,,cotton_tshirt,marbled,straight,,58,,,,68,,v_neckline,smooth,,,,,normal,basic_sleeve,short_sleeve,10,,"casual,classic",,,,50,"warm,warm_season",2490
089238e3-e10d-4e45-8109-8b0576ab6aa4,13,denim_jeans,NAF NAF,M1487,khaki,L,one,,true,long_pants,,,fly,"cotton-66,elastane-2,polyester-32",,,,twill,,tight,,52,,,,102,,,smooth,,high,,,normal,,,,,"minimal,street",,,long,38,"cold_season,warm_season",3990
08a98ce8-341c-4bc3-a598-827c28fe79e6,14,denim_jeans,VERO MODA,M1707,blue,S-32,"one,two",,true,long_pants,,,"fly,zip_button","cotton-89,elastane-3,polyester-8",,,,denim,"ripped,worn_out",tight,,44,,,,100,,,smooth,,medium,,,normal,,,,,"casual,classic",,,long,39,"cold,cold_season,warm_season",3999
08aa16f4-4567-4472-9d6c-63be137480e1,12,abrigo,OBJECT,A152,ecru,XS,"four,three",,false,,49,,buttons,polyester-100,true,contour_darts,,fur,touchable,straight,,50,,,,57,,,smooth,,,,,normal,basic_sleeve,long_sleeve,61,,"casual,street",thick,,,47,cold,7999
08aa2904-e3a0-45a8-83e9-3cb839a87b55,12,camiseta,VERO MODA,C2973,green_light,M,"three,two",,true,,44,,without_closing,"cotton-95,elastane-5",,,,knit,ribbed,straight,,45,,,,60,,square_neckline,smooth,,,,,normal,basic_sleeve,long_sleeve,66,,"classic,street",,,,39,"cold,cold_season",2499
08ac220a-902e-475b-82ba-6acc6570bace,12,vestido,VERO MODA,D3145,wine,S,"three,two",,false,,50,,keyhole_button,"elastane-5,polyester-95",,waist_cut,,knit,,straight,,63,,,,94,,"closed_round_neckline,keyhole_neckline",smooth,true,,,,normal,,sleeveless,,,classic,,,short,40,"cold_season,warm_season",3499
08b34581-2226-407c-b591-fdcb52052d93,14,chaqueta,PIECES,K388,strawberry,XL,two,,true,,50,,without_closing,"elastane-5,polyester-79,viscose-16",true,contour_darts,,"lining,twill",,straight,,51,,,false,73,notched_collar,,smooth,,,true,,normal,"ruffled_sleeve,tailor",french_sleeve,45,,"classic,minimal",medium,,,49,"cold_season,warm_season",3999
08b768b5-f166-41bb-b911-7ce29c3a967c,9,short,WRANGLER,P1967,blue,S,three,,false,,,,fly,"cotton-99,elastane-2",,,,denim,frayed,straight,,52,,,,32,,,smooth,,high,,,big_1,,,,,"boho,casual",,,,42,warm,4995
08ba2ef7-ac74-410c-a996-dc3bd5a03683,12,blusa_camisa,OBJECT,S3809,white,XL,"three,two",,,,52,,keyhole_button,viscose-100,,yoke_cut,,"chiffon,crepe",transparent,straight,,51,,,,64,,open_round_neckline,smooth,,,,,normal,shirt_sleeve,long_sleeve,64,,"boho,classic",,,asymmetric,50,"cold_season,warm_season",3495
08c9c4ec-be42-4bd8-8c34-6888cfe3d5da,12,jersey,CAHIER,J2878,garnet,XXL,"three,two",,false,,64,,without_closing,"nylon-20,polyester-28,viscose-52",,,,jersey,ribbed,loose,,53,,,,71,,closed_round_neckline,smooth,,,,,normal,"basic_sleeve,down_shoulders",long_sleeve,62,,"casual,classic",,,,61,"cold,cold_season",4990
08dda3ae-17d1-4d46-8aa1-8c0b74c7a3c3,9,chaqueta,LEE,M580,blue_dark,L,two,,false,,47,,buttoning,"cotton-82,elastane-4,lyocell-14",,front_yoke_cut,,denim,,tight,,44,,,,58,,,smooth,,,,,normal,shirt_sleeve,long_sleeve,64,,"casual,street",medium,,,40,warm_season,9995
08f94782-4aa3-4a25-908f-9ea8395f42e6,11,top,MOON MOOD,T2870,salmon,M,"three,two",true,false,,49,,button_back,polyester-100,true,,,synthetic,,straight,,51,,,,64,,v_neckline,smooth,,,,,normal,,sleeveless,,,"boho,street",,,,50,"warm,warm_season",2890
09124309-86ea-4543-9193-c20e7529ddc7,14,jersey,VILA,J4146,green_light,L,"three,two",,false,,40,,without_closing,"polyamide-25,polyester-27,viscose-48",,,,jersey,ribbed,tight,,39,,,,61,,closed_round_neckline,smooth,,,,,normal,"down_shoulders,ruffled_sleeve,tulip_sleeve",long_sleeve,65,,"casual,minimal",,,,38,"cold,cold_season",4499
092059fa-3b36-42d1-9de7-4e36747d4a1a,13,jumpsuit,LOUIZON,Y285,camel,M,"three,two",,,long_pants,57,,without_closing,"metallic_fiber-2,viscose-98",,waist_cut,,viscose,shiny,loose,,57,,,,147,,"v_neckline,wrap_over_neckline",animal_print,,high,,,normal,japanese_sleeve,short_sleeve,8,,"boho,street",,,long,52,"warm,warm_season",13000
09496b69-fd34-4f58-b07f-afcd7764458e,12,camiseta,MOON MOOD,C2843,red,L,two,,false,,46,,without_closing,cotton-100,,,,cotton_tshirt,,straight,,48,,,,63,,closed_round_neckline,smooth,,,,,small_1,basic_sleeve,short_sleeve,16,,"casual,classic",,,,44,"warm,warm_season",2390
094ebd66-fe1e-4d77-bb01-ea363efcfe09,14,sneakers,MTNG,V362,black,38,two,,,,,,ribbed,,,,,"other,synthetic",touchable,,,,,7,,,,,smooth,,,,,normal,,,,2_5,"casual,classic",,round,,,"cold_season,warm,warm_season",5595
0950b5f3-71d1-4487-94bd-173f1ec85429,12,falda,GRACE&MILA,F1964,blue_dark,M,"three,two",,false,,,,without_closing,polyester-100,true,,,chiffon,plaited,straight,,60,,,,49,,,floral,true,medium,,,normal,,,,,"boho,street",,,mini,35,"cold_season,warm_season",4500
095b8734-87f5-4b2d-a6b4-1231c31498d3,12,top,CLOSET by LO,T3168,brick,L,"three,two",,false,,60,,without_closing,modal-100,,,,popeline,touchable,straight,,64,,,,68,mandarin_collar,v_neckline,miniprint,,,,,normal,"off_shoulders,tulip_sleeve",short_sleeve,9,,"boho,classic",,,,63,warm,3990
095c15fe-51df-452b-969a-5764bf58b68d,11,camiseta,THE BOHCK,T2498,black,XXXL,"three,two",,false,,53,,without_closing,"rayon-95,spandex-5",,,,cotton_tshirt,touchable,tight,,56,,,,64,,v_neckline,smooth,,,,,small,basic_sleeve,short_sleeve,28,,classic,,,,50,"warm,warm_season",3690
0960e522-09a8-4b4b-aadd-9374d1b10586,13,camiseta,SEW,C2995,grey_dark,XL,three,,,,61,,without_closing,"polyester-60,rayon-35,spandex-5",,,,cotton_tshirt,,straight,,61,,,,63,,open_round_neckline,smooth,,,,,normal,basic_sleeve,short_sleeve,21,,"casual,street",,,,57,"warm,warm_season",3990
0963f59e-16aa-44ae-97fd-31ff5c48bde4,14,blusa_camisa,THIS FILM´S A MUST,S5151,black,XL,"three,two",,,,54,,"buttoning,front_closure",polyester-100,false,waist_cut,,crepe,,straight,,60,,,,65,,v_neckline,floral,true,,,,normal,"puffed_sleeve,rubber_sleeve",long_sleeve,61,,"boho,casual",,,,46,"cold,cold_season",4390
0968759e-622f-47ca-ad5f-379370c04225,13,top,CLOSET by LO,T3426,blue_dark,L,"three,two",,,,62,,buttoning,modal-100,,back_yoke_cut,,batiste,touchable,straight,,64,,,,68,,v_neckline,floral,,,,,normal,basic_sleeve,short_sleeve,9,,"boho,street",,,,64,"warm,warm_season",4590
09806f2b-0f57-4bf6-af75-ff32cdf80845,11,chaqueta,DESIRES,K902,salmon,XXL,two,,false,,49,,"front_closure,zip","elastane-2,polyester-98",,yoke_cut,,suede_leather,suede,straight,,46,,,false,52,notched_collar,high_neck,smooth,,,,,normal,tailor,long_sleeve,62,,"casual,street",medium,,,46,cold_season,7995
098587b1-2120-439d-8a4e-cb52d8f1e6fd,12,chaqueta,LAURA JO,K1547,garnet,L,three,,,,47,,"front_closure,zip","elastane-8,polyester-92",true,contour_darts,,faux_leather,worn_out,tight,,47,,,true,53,mandarinacollar,high_neck,smooth,,,,,normal,basic_sleeve,long_sleeve,62,,"boho,street",thin,,,43,"cold_season,warm_season",7190
0996b446-3b16-4f51-b912-15efb8fdc857,12,blusa_camisa,LA PETITE FRANCAISE,S4131,green_dark,XS,"three,two",,,,52,,buttoning,viscose-100,,back_yoke_cut,,crepe,touchable,straight,,53,,,,71,shirt_collar,high_neck,miniprint,,,,,normal,"cuffed_sleeve,shirt_sleeve",long_sleeve,61,,"classic,street",,,,51,"cold,cold_season",9500
09998675-8381-468f-afd1-fe266c3d22bf,11,top,ICHI,T2508,green_light,XS,two,,false,,50,,without_closing,polyester-100,,,,satin,satiny,straight,,55,,,,64,,v_neckline,smooth,,,,,normal,,sleeveless,,,"classic,minimal",,,,54,"warm,warm_season",3495
0999f632-b235-4a14-8f7f-9874e3a3a8d8,12,blusa_camisa,MARANTA,S3932,khaki,X4XL,"three,two",,false,,60,,buttoning,modal-100,,peplum,,popeline,touchable,straight,,86,,,,76,,v_neckline,floral,,,,,normal,"basic_sleeve,cuffed_sleeve",3_4,49,,"boho,street",,,,62,"cold_season,warm_season",4790
09a04ce9-63af-4a39-a99c-0bb10f6829f7,12,blusa_camisa,INDIE+MOI,S3960,camel,L,"three,two",,false,,57,,without_closing,"cotton-60,polyester-40",,,,thread,,straight,,60,,,,60,,v_neckline,smooth,,,,,big_1,"puffed_sleeve,raglan_sleeve,rubber_sleeve",long_sleeve,55,,"boho,minimal",,,,58,"cold_season,warm_season",3390
09a66185-1d04-48f3-abe3-183620459970,13,denim_jeans,ONLY,M1439,blue_light,XS-34,"one,two",,true,long_pants,,,"fly,front_closure,zip_button","cotton-91,elastane-1,polyester-8",,,,denim,worn_out,tight,,44,,,,95,,,smooth,,short,,,small,,,,,"casual,classic",,,long,38,"cold_season,warm,warm_season",3999
09c662a4-cfe1-4501-92d5-e77f15d8b6b9,9,short,LEE,P1888,blue,XS,two,,false,,,,fly,cotton-100,,,,denim,,tight,,51,,,,37,,,smooth,,high,,,small,,,,,"casual,street",,,,38,"warm,warm_season",5995
09da92f4-557d-4b9d-ac98-922c8dff0943,15,denim_jeans,ONADO,M722,beige,XL,two,,false,long_pants,,,"fly,front_closure,zip_button","cotton-98,elastane-2",,,,twill,,tight,,47,,,,92,,,smooth,,medium,,,normal,,,,,"casual,street",,,long,36,"cold_season,warm_season",4499
09dd6f9c-1077-40e0-9293-0381e01d5612,12,jersey,PIECES,J3022,brown_light,XS,"three,two",,false,,44,,without_closing,"nylon-22,polyester-28,viscose-50",,,,jersey,ribbed,tight,,43,,,,55,rolled_neck,high_neck,horizontal_stripes,,,,,normal,"basic_sleeve,slim_sleeve",long_sleeve,64,,"classic,street",,,,40,"cold,cold_season",2699
0a01b083-ee29-4dd6-87bb-0dc962a89ccc,13,cardigan,EDC,J3490,white,XS,"three,two",,,,73,,buttons,cotton-100,,,,jersey,ribbed,loose,,60,,,,63,,v_neckline,smooth,,,,,big_1,"basic_sleeve,down_shoulders",long_sleeve,66,,"minimal,street",,,,67,"cold_season,warm_season",4999
0a05eef7-55b0-4565-9f5b-bd6e909cbe2d,13,chaqueta,THIS FILM´S A MUST,K1689,blue,X4XL,three,,false,,61,,zip,"elastane-5,polyester-100,polyester-95",true,,true,"lining,satin",ribbed,loose,,56,,,,64,,,floral,,,,,normal,"cuffed_sleeve,set_in_sleeve",long_sleeve,63,,"boho,street",thin,,,60,"cold_season,warm_season",5490
0a06bf2b-9dcc-4475-a106-d7785bf94576,12,cardigan,SAINT TROPEZ,J1466,brick,M,one,,true,,46,,"buttoning,front_closure","polyamide-20,viscose-80",,,,jersey,,tight,,46,,,,61,,high_neck,smooth,,,,,normal,basic_sleeve,long_sleeve,60,,"classic,minimal",,,,43,"cold_season,warm_season",3495
0a1451cc-28ca-4e1e-bc9e-e8372d2ac4e2,13,denim_jeans,ONLY,M1408,blue,XL-30,"three,two",,,long_pants,,,fly,"cotton-92,elastane-2,elastomultiester-6",,,,denim,"frayed,worn_out",straight,,34,,,,87,,,smooth,,medium,,,normal,,,,,"casual,classic,street",,,long,34,"cold_season,warm_season",3999
0a16eaec-785d-4c3e-a554-990d942b19b0,11,blusa_camisa,YCOO,S3718,green,M,"three,two",,false,,57,,without_closing,polyester-100,true,,,chiffon,creased,straight,,59,,,,65,ruffled_collar,v_neckline,floral,,,,,normal,"basic_sleeve,rubber_sleeve",long_sleeve,60,,"boho,street",,,,57,"cold_season,warm_season",5290
0a2cd044-8370-49f1-bdac-8156e3008ff7,16,pantalon,OBJECT,P4089,green_dark,XXXL,"four,three",,false,long_pants,,,"fly,front_closure,zip_button","elastane-3,polyamide-20,viscose-77",,,,twill,waxed,tight,,49,,,,109,,,smooth,,high,,,normal,,,,,"night,street",,,long,42,"cold,cold_season",5499
0a30c91d-cf08-4de9-9748-afd101fffa87,11,vestido,OBJECT,D3065,blue_dark,S,"three,two",,false,,49,,without_closing,"cotton-80,nylon-20",,,,jersey,ribbed,tight,,53,,,,121,perkins_collar,high_neck,smooth,,,,,normal,,sleeveless,,,"minimal,street",,,midi,52,"cold_season,warm_season",4999
0a4215c4-4e12-4803-99d3-45106f195c50,11,jersey,CECIL,J2616,strawberry,S,three,,false,,59,,without_closing,"cotton-60,viscose-40",,central_cut,,jersey,,straight,,56,,,,66,,v_neckline,smooth,,,,,big_1,down_shoulders,long_sleeve,64,,casual,,,,56,"cold_season,warm_season",3999
0a492218-8b9e-41bc-90d6-53d1003a05b0,11,chaqueta,VERO MODA,K1322,taupe,L,two,,false,,48,,"front_closure,zip","polyester-50,viscose-50",true,contour_darts,,faux_leather,,straight,,45,,,,56,notched_collar,high_neck,smooth,,,,,small,tailor,long_sleeve,62,,"casual,street",thick,,,43,cold_season,4999
0a559154-a888-4f67-bd8e-89efc8236c07,13,sudadera,ICHI,X203,taupe,S,"three,two",,,,52,,without_closing,cotton-100,,,,cotton_batting,ribbed,straight,,48,,,,59,,round_neckline,smooth,,,,,normal,"cuffed_sleeve,ruffled_sleeve",long_sleeve,69,,"classic,street",,,,50,"cold_season,warm_season",3995
0a6bc2a8-f87b-4120-8a09-ef7790b07b73,16,chaqueta,DESIRES,K902,crimson,M,two,,false,,49,,"front_closure,zip","elastane-2,polyester-98",,yoke_cut,,suede_leather,suede,straight,,46,,,false,52,notched_collar,high_neck,smooth,,,,,normal,tailor,long_sleeve,62,,"casual,street",medium,,,46,cold_season,9995
0a864d00-6170-4f38-b523-0032dca84eb6,9,short,GARCIA JEANS,P1870,blue,M,two,,false,,,,fly,"cotton-99,elastane-1",,,,denim,worn_out,tight,,45,,,,37,,,smooth,,medium,,,normal,,,,,casual,,,short,39,warm,3999
0a874262-4ea0-4c17-84f3-db77d9db2752,13,camiseta,SOYACONCEPT,C3274,blue,XXL,"three,two",,,,54,,without_closing,polyester-100,,,,cotton_tshirt,,straight,,54,,,,67,,v_neckline,bodoque,,,,,normal,japanese_sleeve,short_sleeve,11,,"casual,night,street",,,,52,"warm,warm_season",2999
0a8a705c-9b0e-4be1-8706-4febb68596de,13,top,MORGAN,T3341,black,M,"three,two",true,,,44,,without_closing,"elastane-5,polyamide-100,viscose-95",,,,"cotton_tshirt,lace",,tight,,47,,,,58,,v_neckline,smooth,,,,,normal,basic_sleeve,short_sleeve,10,,"classic,street",,,,40,"warm,warm_season",2500
0aa317f7-57e9-4c67-a601-6fab269e7212,11,blusa_camisa,EMMA&ELLA,S3589,pink,XL,"three,two",,false,,55,,buttoning,polyester-100,,back_yoke_cut,,synthetic,,straight,,59,,,,65,shirt_collar,high_neck,floral,,,,,normal,"cuffed_sleeve,off_shoulders,shirt_sleeve",long_sleeve,61,,"boho,classic",,,,57,"cold_season,warm_season",3490
0aa579af-e620-42bc-a928-01233feecd6d,12,blusa_camisa,BROADWAY,S4072,ecru,XS,two,,,,58,,hidden_buttoning,viscose-100,,,,popeline,touchable,straight,,58,,,,68,shirt_collar,high_neck,"checked,two_tone",,,,,big,"cuffed_sleeve,shirt_sleeve",long_sleeve,64,,"classic,street",,,,56,"cold_season,warm_season",4599
0aadb0cf-5407-468b-905d-91b6dc78993b,11,top,HOBBS,T2755,green,L,"three,two",,false,,50,,"keyhole_button,ribbed",polyester-100,true,,,synthetic,,straight,,56,,,,69,,closed_round_neckline,smooth,,,,,normal,,sleeveless,,,"classic,minimal",,,,51,"warm,warm_season",10500
0abb1b03-6aac-403a-894f-28b58ca185ed,12,denim_jeans,TOXIK,M1381,grey_dark,XS,two,,,straight_pants,,,"fly,front_closure,zip_button","cotton-66,elastane-2,polyester-27,viscose-5",,,,twill,worn_out,tight,,44,,,,95,,,smooth,,medium,,,small,,,,,"casual,street",,,long,35,"cold,cold_season,warm_season",4690
0abf021e-ea5b-4115-8247-8d7104236c59,11,vestido,JOSEPHIN,D2961,black,M,"three,two",,false,,55,,buttoning,polyester-100,,waist_cut,,synthetic,,straight,,59,,,,92,mandarinacollar,high_neck,smooth,,,,,big,basic_sleeve,short_sleeve,23,,"boho,street",,,short,53,"warm,warm_season",4490
